epoch,loss,train_cindex
1,43.15600538253784,0.5246756909193457
2,42.3807098865509,0.47701635645798085
3,40.53461503982544,0.4781443880428652
4,34.04935270547867,0.43936830231246476
5,28.504827737808228,0.5217146080090242
6,26.28164964914322,0.4617879300620417
7,24.412492752075195,0.5098702763677383
8,23.09713327884674,0.49929498025944724
9,21.996138215065002,0.5431472081218274
10,21.26894748210907,0.5166384658770445
11,20.822335809469223,0.492526790750141
12,20.40051281452179,0.40933446136491825
13,20.223251819610596,0.6129441624365483
14,20.053629279136658,0.3691483361534123
15,19.96755874156952,0.55668358714044
16,19.837102115154266,0.6264805414551607
17,19.80068612098694,0.48984771573604063
18,19.720914840698242,0.4942188381274676
19,19.672758549451828,0.49097574732092497
20,19.653167963027954,0.37760857304004514
21,19.604811668395996,0.49774393683023127
22,19.60524719953537,0.4543147208121827
23,19.60620379447937,0.5019740552735477
24,19.555474877357483,0.5375070501974055
25,19.555771231651306,0.5903835307388607
26,19.531317591667175,0.5169204737732657
27,19.535474121570587,0.5604906937394247
28,19.519477605819702,0.5589396503102086
29,19.50118374824524,0.5642978003384095
30,19.495787620544434,0.5362380146644106
31,19.474190413951874,0.4104624929498026
32,19.490525126457214,0.4373942470389171
33,19.466485023498535,0.38169768753525096
34,19.46606206893921,0.565989847715736
35,19.458877682685852,0.5269317540891145
36,19.4387845993042,0.4884376762549351
37,19.442488074302673,0.5540045121263395
38,19.455678939819336,0.4960518894529047
39,19.433908224105835,0.4691201353637902
40,19.42222434282303,0.5518894529046813
41,19.417734444141388,0.4805414551607445
42,19.4097261428833,0.39495205865764244
43,19.50436356663704,0.5098702763677383
44,19.412612676620483,0.43993231810490696
45,19.40509271621704,0.40820642978003385
46,19.376073837280273,0.47165820642978
47,19.366112768650055,0.6190073322053018
48,19.36189603805542,0.510575296108291
49,19.354017913341522,0.5277777777777778
50,19.360779285430908,0.5456852791878173
51,19.335773825645447,0.45572476029328823
52,19.3843837082386,0.4813874788494078
53,19.31460338830948,0.5238296672306825
54,19.362632513046265,0.4420473773265651
55,19.319762527942657,0.5032430908065426
56,19.281578838825226,0.42343485617597293
57,19.34176814556122,0.5445572476029329
58,19.27093803882599,0.4097574732092499
59,19.2611141204834,0.4763113367174281
60,19.264044880867004,0.5679639029892837
61,19.255725741386414,0.5559785673998872
62,19.311777561903,0.541737168640722
63,19.27113938331604,0.4530456852791878
64,19.268022119998932,0.4207557811618725
65,19.224859952926636,0.5198815566835872
66,19.19980600476265,0.5307388606880993
67,19.211650758981705,0.4467005076142132
68,19.164413809776306,0.4966159052453469
69,19.130239695310593,0.529892836999436
70,19.105955004692078,0.44176536943034406
71,19.061107724905014,0.48181049069373943
72,19.019506692886353,0.5007050197405527
73,18.943060278892517,0.3673152848279752
74,18.953953742980957,0.5170614777213762
75,18.693670868873596,0.5026790750141004
76,18.528920888900757,0.45854483925549916
77,18.226166605949402,0.5320078962210942
78,17.933252155780792,0.49915397631133673
79,17.706547617912292,0.4345741680767061
80,17.20051223039627,0.46968415115623235
81,16.82766568660736,0.461082910321489
82,16.443148970603943,0.5449802594472645
83,16.184280514717102,0.5386350817822899
84,17.06200397014618,0.5806542583192329
85,17.406119883060455,0.476029328821207
86,16.46930968761444,0.46263395375070504
87,15.951729476451874,0.43936830231246476
88,15.5594961643219,0.4581218274111675
89,15.183478981256485,0.5431472081218274
90,14.865890145301819,0.48871968415115624
91,14.679017424583435,0.6412859560067682
92,14.604071855545044,0.5994077834179357
93,14.40557861328125,0.5666948674562888
94,14.233740210533142,0.38931190073322053
95,14.220007747411728,0.5965877044557247
96,14.144821882247925,0.5534404963338974
97,14.2529935836792,0.5446982515510435
98,14.401882708072662,0.5607727016356457
99,14.146381318569183,0.5710659898477157
100,14.32761400938034,0.5901015228426396
